loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,bank_asset_value,loan_status
875,2,Graduate,No,62877.18,145549,4,622,62877.18,Approved
876,1,Not Graduate,Yes,19794.67,52397.65,20,480,22123.45,Rejected
877,4,Graduate,No,50068.86,133905.1,20,337,60548.39,Rejected
878,1,Graduate,No,60548.39,130411.9,6,698,31438.59,Approved
879,4,Not Graduate,No,51233.25,197946.7,18,302,66370.35,Rejected
880,1,Not Graduate,Yes,45411.29,90822.59,14,349,41918.12,Rejected
881,0,Graduate,No,12808.31,38424.94,10,482,18630.27,Rejected
882,2,Graduate,No,29109.8,95480.16,10,429,25616.63,Rejected
883,4,Graduate,No,5821.961,15137.1,8,471,8150.745,Rejected
884,0,Graduate,Yes,104795.3,377263.1,10,895,110617.3,Approved
885,1,Not Graduate,Yes,59384,236371.6,18,757,37260.55,Approved
886,2,Graduate,No,60548.39,157192.9,2,777,71027.92,Approved
887,5,Not Graduate,Yes,51233.25,103630.9,4,761,34931.76,Approved
888,1,Graduate,No,22123.45,48904.47,12,821,31438.59,Approved
889,4,Not Graduate,Yes,107124.1,308563.9,6,662,61712.78,Approved
890,2,Not Graduate,Yes,55890.82,192124.7,10,350,33767.37,Rejected
891,4,Not Graduate,No,57055.22,124590,20,321,75685.49,Rejected
892,3,Graduate,Yes,55890.82,117603.6,4,368,40753.73,Rejected
893,4,Graduate,No,108288.5,289933.6,14,455,161850.5,Rejected
894,5,Not Graduate,Yes,87329.41,286440.5,8,744,108288.5,Approved
895,1,Graduate,No,68699.14,195617.9,4,806,82671.84,Approved
896,0,Graduate,No,109452.9,324865.4,6,456,90822.59,Rejected
897,5,Graduate,No,61712.78,156028.5,8,719,61712.78,Approved
898,4,Graduate,No,43082.51,104795.3,18,668,36096.16,Approved
899,0,Graduate,Yes,29109.8,67534.74,18,494,26781.02,Rejected
900,4,Not Graduate,No,32602.98,125754.4,2,841,47740.08,Approved
901,0,Graduate,Yes,62877.18,249179.9,8,721,86165.02,Approved
902,5,Graduate,No,36096.16,109452.9,10,414,32602.98,Rejected
903,5,Not Graduate,No,55890.82,180480.8,10,812,40753.73,Approved
904,1,Not Graduate,No,102466.5,203768.6,20,832,86165.02,Approved
905,2,Graduate,No,47740.08,173494.4,12,571,39589.33,Approved
906,5,Not Graduate,No,112946,430825.1,14,459,65205.96,Rejected
907,2,Graduate,Yes,74521.1,280618.5,6,592,69863.53,Approved
908,5,Graduate,No,39589.33,152535.4,20,527,46575.69,Rejected
909,4,Not Graduate,No,40753.73,118768,12,333,39589.33,Rejected
910,3,Not Graduate,No,37260.55,116439.2,18,532,24452.24,Rejected
911,2,Graduate,Yes,57055.22,152535.4,18,754,83836.23,Approved
912,0,Graduate,Yes,15137.1,55890.82,4,835,9315.137,Rejected
913,4,Graduate,No,29109.8,62877.18,10,592,33767.37,Approved
914,0,Graduate,No,87329.41,317879.1,20,553,71027.92,Approved
915,2,Graduate,No,8150.745,23287.84,8,806,4657.569,Approved
916,4,Graduate,Yes,95480.16,331851.8,2,378,133905.1,Approved
917,1,Not Graduate,No,80343.06,305070.7,4,534,109452.9,Approved
918,1,Not Graduate,Yes,17465.88,68699.14,16,400,17465.88,Rejected
919,3,Graduate,No,73356.71,213083.8,18,543,40753.73,Rejected
920,0,Not Graduate,Yes,102466.5,298084.4,10,715,100137.7,Approved
921,4,Graduate,Yes,103630.9,241029.2,6,684,78014.27,Approved
922,3,Not Graduate,Yes,24452.24,71027.92,8,346,33767.37,Rejected
923,1,Graduate,Yes,107124.1,340002.5,6,669,136233.9,Approved
924,2,Not Graduate,No,41918.12,93151.37,12,566,31438.59,Approved
925,0,Not Graduate,Yes,100137.7,274796.5,2,361,87329.41,Rejected
926,5,Graduate,No,34931.76,93151.37,6,333,25616.63,Rejected
927,3,Not Graduate,Yes,60548.39,189795.9,8,335,85000.63,Rejected
928,3,Graduate,Yes,83836.23,237536,10,558,123425.6,Approved
929,1,Not Graduate,Yes,46575.69,181645.2,12,436,37260.55,Rejected
930,1,Not Graduate,No,27945.41,60548.39,2,371,16301.49,Rejected
931,2,Not Graduate,Yes,64041.57,214248.2,10,515,47740.08,Rejected
932,0,Not Graduate,Yes,104795.3,282947.3,10,599,74521.1,Approved
933,0,Not Graduate,Yes,91986.98,279454.1,20,728,86165.02,Approved
934,2,Not Graduate,Yes,72192.31,251508.7,20,679,105959.7,Approved
935,3,Graduate,Yes,91986.98,340002.5,4,399,80343.06,Approved
936,3,Not Graduate,No,13972.71,52397.65,6,819,10479.53,Approved
937,1,Graduate,No,54726.43,136233.9,6,308,43082.51,Rejected
938,5,Graduate,Yes,68699.14,181645.2,2,730,68699.14,Approved
939,4,Not Graduate,Yes,16301.49,59384,14,312,16301.49,Rejected
940,3,Not Graduate,Yes,54726.43,149042.2,16,740,71027.92,Approved
941,5,Graduate,Yes,88493.8,232878.4,10,522,50068.86,Rejected
942,4,Graduate,No,83836.23,196782.3,4,702,111781.6,Approved
943,4,Not Graduate,Yes,16301.49,50068.86,16,447,11643.92,Rejected
944,5,Graduate,No,16301.49,33767.37,4,829,18630.27,Approved
945,2,Graduate,No,91986.98,215412.5,18,727,82671.84,Approved
946,5,Not Graduate,Yes,88493.8,217741.3,14,509,43082.51,Rejected
947,3,Graduate,Yes,111781.6,398222.1,2,745,78014.27,Approved
948,1,Not Graduate,No,26781.02,76849.88,18,513,18630.27,Rejected
949,2,Not Graduate,No,94315.76,215412.5,6,372,91986.98,Rejected
950,2,Graduate,Yes,3493.176,8150.745,4,411,1164.392,Rejected
951,4,Graduate,No,54726.43,125754.4,20,495,52397.65,Rejected
952,5,Not Graduate,No,12808.31,29109.8,4,827,6986.353,Approved
953,4,Not Graduate,No,100137.7,292262.4,6,820,96644.55,Approved
954,5,Graduate,Yes,101302.1,327194.2,10,660,117603.6,Approved
955,0,Not Graduate,No,25616.63,100137.7,4,563,32602.98,Approved
956,1,Not Graduate,Yes,5821.961,16301.49,10,883,3493.176,Approved
957,0,Not Graduate,Yes,105959.7,256166.3,12,387,81507.45,Rejected
958,1,Graduate,No,25616.63,101302.1,12,613,27945.41,Approved
959,0,Not Graduate,Yes,25616.63,93151.37,14,335,33767.37,Rejected
960,1,Graduate,Yes,111781.6,401715.3,2,795,108288.5,Approved
961,1,Graduate,Yes,75685.49,161850.5,8,369,96644.55,Rejected
962,4,Graduate,Yes,27945.41,86165.02,18,888,37260.55,Approved
963,4,Not Graduate,No,64041.57,143220.2,6,742,50068.86,Approved
964,0,Graduate,No,58219.61,167672.5,4,874,45411.29,Approved
965,1,Graduate,No,31438.59,94315.76,16,691,24452.24,Approved
966,3,Not Graduate,Yes,98973.33,352810.8,12,762,48904.47,Approved
967,1,Graduate,No,51233.25,124590,18,324,62877.18,Rejected
968,4,Not Graduate,No,5821.961,20959.06,20,777,2328.784,Approved
969,0,Graduate,No,96644.55,249179.9,2,662,118768,Approved
970,2,Not Graduate,Yes,69863.53,151371,12,462,65205.96,Rejected
971,3,Not Graduate,Yes,46575.69,121096.8,14,609,53562.04,Approved
972,5,Graduate,Yes,51233.25,136233.9,20,590,26781.02,Approved
973,3,Graduate,Yes,51233.25,183974,18,779,41918.12,Approved
974,2,Graduate,Yes,22123.45,58219.61,14,641,27945.41,Approved
975,0,Graduate,Yes,58219.61,214248.2,12,752,75685.49,Approved
976,0,Graduate,No,93151.37,275960.9,10,305,139727.1,Rejected
977,4,Not Graduate,No,95480.16,241029.2,10,546,123425.6,Rejected
978,2,Graduate,No,81507.45,281782.9,8,833,105959.7,Approved
979,2,Not Graduate,No,27945.41,102466.5,18,421,16301.49,Rejected
980,5,Graduate,No,76849.88,218905.7,4,639,50068.86,Approved
981,3,Graduate,No,37260.55,80343.06,20,735,36096.16,Approved
982,0,Not Graduate,Yes,30274.2,62877.18,2,377,31438.59,Rejected
983,3,Not Graduate,No,80343.06,181645.2,20,310,55890.82,Rejected
984,4,Graduate,No,55890.82,163014.9,2,695,53562.04,Approved
985,1,Not Graduate,Yes,3493.176,13972.71,4,355,2328.784,Approved
986,1,Not Graduate,Yes,50068.86,164179.3,12,525,64041.57,Rejected
987,5,Not Graduate,No,8150.745,27945.41,20,330,5821.961,Rejected
988,5,Graduate,No,109452.9,300413.2,14,625,129247.5,Approved
989,3,Not Graduate,Yes,9315.137,33767.37,10,644,4657.569,Approved
990,5,Not Graduate,No,51233.25,173494.4,4,865,40753.73,Approved
991,1,Graduate,Yes,54726.43,172330,6,661,74521.1,Approved
992,2,Not Graduate,No,26781.02,58219.61,8,884,17465.88,Approved
993,5,Graduate,Yes,98973.33,310892.7,10,803,111781.6,Approved
994,2,Graduate,No,88493.8,329523,12,800,90822.59,Approved
995,2,Graduate,No,37260.55,146713.4,18,796,23287.84,Approved
996,4,Not Graduate,No,27945.41,58219.61,4,716,16301.49,Approved
997,0,Graduate,Yes,5821.961,12808.31,18,479,6986.353,Rejected
998,3,Not Graduate,Yes,98973.33,329523,2,810,124590,Approved
999,0,Graduate,Yes,103630.9,243358,18,568,61712.78,Approved
1000,0,Graduate,No,32602.98,65205.96,8,842,22123.45,Approved
1001,3,Not Graduate,Yes,33767.37,81507.45,4,806,34931.76,Approved
1002,1,Graduate,Yes,57055.22,206097.4,8,722,34931.76,Approved
1003,5,Not Graduate,No,111781.6,241029.2,14,442,95480.16,Rejected
1004,3,Graduate,Yes,38424.94,114110.4,6,360,51233.25,Rejected
1005,3,Not Graduate,No,32602.98,68699.14,4,461,32602.98,Rejected
1006,2,Graduate,No,90822.59,258495.1,10,735,80343.06,Approved
1007,4,Graduate,Yes,29109.8,97808.94,12,761,18630.27,Approved
1008,0,Graduate,No,51233.25,123425.6,20,653,62877.18,Approved
1009,0,Not Graduate,No,91986.98,358632.8,4,726,64041.57,Approved
1010,1,Graduate,No,103630.9,263152.6,18,617,136233.9,Approved
1011,0,Graduate,No,65205.96,156028.5,2,460,47740.08,Rejected
1012,1,Not Graduate,No,16301.49,38424.94,8,306,9315.137,Rejected
1013,5,Graduate,Yes,5821.961,16301.49,4,471,3493.176,Rejected
1014,1,Graduate,Yes,59384,178152,4,628,31438.59,Approved
1015,3,Graduate,No,114110.4,298084.4,10,404,133905.1,Rejected
1016,2,Graduate,Yes,100137.7,251508.7,16,804,82671.84,Approved
1017,3,Not Graduate,No,18630.27,45411.29,20,804,9315.137,Approved
1018,1,Not Graduate,Yes,29109.8,78014.27,2,502,16301.49,Rejected
1019,0,Graduate,No,110617.3,263152.6,6,861,65205.96,Approved
1020,2,Not Graduate,Yes,34931.76,90822.59,14,555,19794.67,Approved
1021,0,Not Graduate,No,59384,158357.3,18,351,88493.8,Rejected
1022,2,Not Graduate,Yes,88493.8,274796.5,6,358,126918.7,Rejected
1023,5,Graduate,No,102466.5,218905.7,14,836,62877.18,Approved
1024,4,Not Graduate,Yes,12808.31,33767.37,4,554,18630.27,Approved
1025,3,Graduate,No,101302.1,355139.6,2,443,94315.76,Approved
1026,5,Not Graduate,No,71027.92,274796.5,4,725,55890.82,Approved
1027,2,Not Graduate,Yes,22123.45,81507.45,14,818,24452.24,Approved
1028,1,Not Graduate,No,115274.8,450619.8,6,670,75685.49,Approved
1029,0,Graduate,No,67534.74,245686.7,6,414,65205.96,Rejected
1030,2,Not Graduate,Yes,110617.3,430825.1,8,887,136233.9,Approved
1031,3,Graduate,Yes,91986.98,309728.3,12,409,101302.1,Rejected
1032,1,Not Graduate,Yes,15137.1,52397.65,14,679,18630.27,Approved
1033,4,Graduate,Yes,8150.745,30274.2,18,478,3493.176,Rejected
1034,3,Graduate,No,6986.353,13972.71,2,752,8150.745,Approved
1035,0,Graduate,No,109452.9,384249.4,4,616,90822.59,Approved
1036,2,Not Graduate,Yes,44246.9,145549,14,842,61712.78,Approved
1037,3,Graduate,Yes,90822.59,306235.1,20,840,61712.78,Approved
1038,3,Graduate,Yes,90822.59,322536.6,6,430,61712.78,Rejected
1039,4,Not Graduate,No,31438.59,81507.45,4,351,31438.59,Rejected
1040,5,Not Graduate,No,6986.353,26781.02,4,347,2328.784,Rejected
1041,3,Not Graduate,Yes,93151.37,335344.9,10,576,138562.7,Approved
1042,0,Not Graduate,Yes,46575.69,128083.1,8,799,48904.47,Approved
1043,1,Not Graduate,Yes,38424.94,125754.4,2,550,54726.43,Approved
1044,2,Graduate,No,67534.74,154864.2,4,878,52397.65,Approved
1045,3,Graduate,Yes,27945.41,55890.82,12,895,38424.94,Approved
1046,4,Not Graduate,No,88493.8,345824.5,6,603,128083.1,Approved
1047,2,Not Graduate,Yes,29109.8,80343.06,12,325,41918.12,Rejected
1048,2,Graduate,No,38424.94,137398.3,4,393,30274.2,Approved
1049,3,Graduate,No,114110.4,352810.8,2,612,65205.96,Approved
1050,0,Graduate,Yes,11643.92,44246.9,8,553,15137.1,Approved
1051,0,Not Graduate,Yes,29109.8,102466.5,14,389,41918.12,Rejected
1052,0,Graduate,No,22123.45,79178.67,4,782,27945.41,Approved
1053,3,Graduate,No,36096.16,98973.33,12,493,23287.84,Rejected
1054,5,Graduate,Yes,69863.53,138562.7,2,629,48904.47,Approved
1055,5,Not Graduate,No,75685.49,251508.7,10,419,76849.88,Rejected
1056,2,Not Graduate,Yes,68699.14,183974,2,444,64041.57,Rejected
1057,5,Not Graduate,Yes,75685.49,183974,16,301,82671.84,Rejected
1058,0,Graduate,Yes,44246.9,130411.9,20,479,62877.18,Rejected
1059,3,Not Graduate,Yes,34931.76,132740.7,10,424,17465.88,Rejected
1060,0,Graduate,No,50068.86,196782.3,18,469,72192.31,Rejected
1061,4,Not Graduate,Yes,40753.73,96644.55,2,897,20959.06,Approved
1062,3,Not Graduate,No,3493.176,5821.961,2,477,4657.569,Rejected
1063,3,Not Graduate,Yes,6986.353,16301.49,16,509,10479.53,Rejected
1064,0,Graduate,Yes,9315.137,19794.67,4,752,4657.569,Approved
1065,0,Not Graduate,Yes,65205.96,222398.9,14,875,89658.2,Approved
1066,2,Not Graduate,Yes,20959.06,41918.12,4,343,17465.88,Rejected
1067,0,Graduate,No,79178.67,242193.6,20,819,93151.37,Approved
1068,2,Graduate,Yes,48904.47,195617.9,2,433,43082.51,Approved
1069,1,Not Graduate,Yes,2328.784,4657.569,6,768,0,Approved
1070,2,Graduate,Yes,98973.33,370276.7,6,714,65205.96,Approved
1071,2,Not Graduate,Yes,32602.98,117603.6,16,531,47740.08,Rejected
1072,0,Graduate,Yes,41918.12,100137.7,6,529,60548.39,Rejected
1073,1,Not Graduate,No,72192.31,227056.5,20,448,93151.37,Rejected
1074,1,Graduate,No,31438.59,116439.2,2,584,39589.33,Approved
1075,1,Graduate,No,79178.67,266645.8,4,501,51233.25,Approved
1076,2,Not Graduate,No,73356.71,285276.1,18,848,95480.16,Approved
1077,4,Not Graduate,No,102466.5,222398.9,6,586,144384.6,Approved
1078,1,Graduate,No,68699.14,151371,2,386,44246.9,Rejected
1079,5,Not Graduate,Yes,114110.4,441304.6,18,301,72192.31,Rejected
1080,2,Graduate,No,38424.94,96644.55,6,653,53562.04,Approved
1081,4,Graduate,Yes,3493.176,5821.961,14,448,1164.392,Rejected
1082,1,Not Graduate,Yes,55890.82,135069.5,16,696,75685.49,Approved
1083,1,Graduate,No,87329.41,329523,16,707,78014.27,Approved
1084,2,Not Graduate,No,100137.7,252673.1,4,429,69863.53,Rejected
1085,4,Not Graduate,No,103630.9,245686.7,6,631,72192.31,Approved
1086,5,Not Graduate,Yes,111781.6,344660.1,4,446,153699.8,Approved
1087,0,Graduate,Yes,89658.2,210755,18,705,73356.71,Approved
1088,3,Not Graduate,Yes,81507.45,176987.6,2,709,46575.69,Approved
1089,4,Not Graduate,Yes,90822.59,227056.5,14,739,51233.25,Approved
1090,3,Graduate,No,59384,128083.1,6,336,87329.41,Rejected
1091,4,Graduate,No,109452.9,379591.8,4,898,118768,Approved
1092,4,Not Graduate,Yes,6986.353,24452.24,6,558,3493.176,Approved
1093,3,Graduate,No,59384,154864.2,4,589,71027.92,Approved
1094,2,Graduate,Yes,44246.9,167672.5,2,301,27945.41,Rejected
1095,2,Not Graduate,Yes,61712.78,246851.1,14,516,89658.2,Rejected
1096,5,Not Graduate,No,12808.31,41918.12,12,315,16301.49,Rejected
1097,3,Not Graduate,No,74521.1,167672.5,10,546,59384,Rejected
1098,0,Not Graduate,Yes,59384,168836.9,14,559,69863.53,Approved
1099,3,Graduate,Yes,61712.78,196782.3,2,350,79178.67,Approved
1100,1,Graduate,No,78014.27,217741.3,8,583,80343.06,Approved
1101,2,Not Graduate,No,46575.69,109452.9,8,874,55890.82,Approved
1102,2,Not Graduate,Yes,45411.29,135069.5,8,808,58219.61,Approved
1103,1,Graduate,Yes,18630.27,57055.22,16,487,23287.84,Rejected
1104,3,Graduate,No,31438.59,90822.59,14,870,24452.24,Approved
1105,3,Graduate,No,16301.49,44246.9,8,840,17465.88,Approved
1106,4,Not Graduate,Yes,93151.37,223563.3,18,682,61712.78,Approved
1107,3,Graduate,Yes,95480.16,336509.3,10,668,126918.7,Approved
1108,5,Graduate,Yes,55890.82,119932.4,8,781,50068.86,Approved
1109,4,Graduate,No,94315.76,221234.5,6,375,138562.7,Rejected
1110,4,Not Graduate,No,68699.14,173494.4,14,857,40753.73,Approved
1111,5,Graduate,Yes,94315.76,373769.9,6,823,75685.49,Approved
1112,0,Graduate,No,16301.49,58219.61,8,686,17465.88,Approved
1113,1,Graduate,No,18630.27,73356.71,2,721,10479.53,Approved
1114,4,Graduate,No,53562.04,109452.9,18,545,73356.71,Rejected
1115,1,Not Graduate,No,33767.37,103630.9,6,523,20959.06,Rejected
1116,2,Graduate,Yes,100137.7,289933.6,20,607,62877.18,Approved
1117,4,Not Graduate,No,44246.9,173494.4,20,428,29109.8,Rejected
1118,0,Not Graduate,No,95480.16,236371.6,4,666,90822.59,Approved
1119,3,Graduate,No,37260.55,117603.6,20,704,45411.29,Approved
1120,0,Not Graduate,Yes,94315.76,277125.3,10,794,102466.5,Approved
1121,1,Graduate,Yes,114110.4,271303.4,12,430,161850.5,Rejected
1122,0,Not Graduate,No,2328.784,5821.961,20,615,2328.784,Approved
1123,0,Not Graduate,No,76849.88,164179.3,20,360,90822.59,Rejected
1124,0,Not Graduate,No,105959.7,213083.8,14,458,116439.2,Rejected
1125,2,Not Graduate,No,64041.57,237536,12,887,38424.94,Approved
1126,4,Not Graduate,No,83836.23,319043.4,8,735,110617.3,Approved
1127,1,Not Graduate,No,27945.41,65205.96,16,379,39589.33,Rejected
1128,4,Graduate,No,111781.6,296920,20,544,129247.5,Rejected
1129,1,Graduate,Yes,67534.74,194453.5,12,721,87329.41,Approved
1130,4,Not Graduate,No,26781.02,69863.53,8,676,25616.63,Approved
1131,1,Not Graduate,No,3493.176,13972.71,4,342,2328.784,Approved
1132,0,Not Graduate,No,115274.8,314385.9,16,566,133905.1,Approved
1133,2,Not Graduate,No,40753.73,163014.9,2,355,33767.37,Approved
1134,2,Graduate,No,55890.82,215412.5,20,605,67534.74,Approved
1135,2,Not Graduate,No,18630.27,60548.39,16,525,18630.27,Rejected
1136,5,Graduate,Yes,9315.137,29109.8,12,403,9315.137,Rejected
1137,1,Graduate,Yes,104795.3,390071.4,18,727,61712.78,Approved
1138,1,Graduate,No,96644.55,336509.3,12,529,67534.74,Rejected
1139,4,Graduate,No,32602.98,71027.92,18,415,23287.84,Rejected
1140,1,Graduate,Yes,74521.1,201439.8,10,879,95480.16,Approved
1141,2,Not Graduate,Yes,69863.53,146713.4,16,649,59384,Approved
1142,0,Graduate,No,33767.37,114110.4,16,395,27945.41,Rejected
1143,0,Graduate,No,75685.49,280618.5,20,488,112946,Rejected
1144,1,Graduate,Yes,2328.784,4657.569,8,569,3493.176,Approved
1145,1,Not Graduate,No,97808.94,286440.5,14,817,95480.16,Approved
1146,1,Graduate,Yes,71027.92,207261.8,20,706,50068.86,Approved
1147,2,Graduate,Yes,93151.37,363290.3,8,553,119932.4,Approved
1148,5,Not Graduate,Yes,10479.53,20959.06,14,464,8150.745,Rejected
1149,2,Graduate,No,85000.63,232878.4,6,729,105959.7,Approved
1150,4,Not Graduate,Yes,43082.51,86165.02,12,363,51233.25,Rejected
1151,2,Graduate,No,60548.39,200275.4,12,565,73356.71,Approved
1152,1,Graduate,No,83836.23,244522.4,14,421,53562.04,Rejected
1153,0,Not Graduate,Yes,109452.9,398222.1,10,512,73356.71,Rejected
1154,3,Not Graduate,Yes,39589.33,144384.6,2,730,53562.04,Approved
1155,0,Graduate,No,6986.353,26781.02,8,627,3493.176,Approved
1156,0,Not Graduate,Yes,38424.94,116439.2,16,434,47740.08,Rejected
1157,2,Graduate,Yes,68699.14,166508.1,2,410,47740.08,Rejected
1158,3,Not Graduate,No,15137.1,41918.12,16,624,22123.45,Approved
1159,4,Graduate,Yes,66370.35,196782.3,4,656,97808.94,Approved
1160,2,Not Graduate,No,89658.2,317879.1,16,758,105959.7,Approved
1161,4,Not Graduate,Yes,81507.45,273632.2,18,336,90822.59,Rejected
1162,5,Graduate,No,94315.76,255001.9,18,378,111781.6,Rejected
1163,1,Graduate,Yes,22123.45,48904.47,4,620,10479.53,Approved
1164,2,Graduate,No,52397.65,105959.7,18,593,29109.8,Approved
1165,0,Not Graduate,Yes,111781.6,395893.3,12,710,90822.59,Approved
1166,1,Not Graduate,Yes,62877.18,241029.2,8,753,41918.12,Approved
1167,1,Not Graduate,Yes,90822.59,316714.7,16,454,132740.7,Rejected
1168,1,Graduate,Yes,95480.16,222398.9,8,619,76849.88,Approved
1169,2,Graduate,No,103630.9,331851.8,6,367,108288.5,Rejected
1170,1,Graduate,No,16301.49,36096.16,20,384,20959.06,Rejected
1171,2,Graduate,No,19794.67,68699.14,16,610,15137.1,Approved
1172,0,Graduate,No,61712.78,227056.5,12,802,37260.55,Approved
1173,3,Graduate,No,75685.49,293426.8,10,858,94315.76,Approved
1174,2,Graduate,No,68699.14,163014.9,8,599,78014.27,Approved
1175,4,Graduate,Yes,114110.4,314385.9,2,395,112946,Rejected
1176,3,Graduate,Yes,89658.2,188631.5,6,380,74521.1,Rejected
1177,1,Graduate,No,91986.98,315550.3,10,803,76849.88,Approved
1178,4,Graduate,No,40753.73,103630.9,20,809,37260.55,Approved
1179,4,Not Graduate,No,27945.41,76849.88,2,722,34931.76,Approved
1180,5,Graduate,No,115274.8,415688,10,392,151371,Rejected
1181,0,Graduate,No,45411.29,168836.9,8,545,39589.33,Rejected
1182,2,Not Graduate,Yes,85000.63,331851.8,10,799,50068.86,Approved
1183,0,Graduate,Yes,74521.1,255001.9,12,727,61712.78,Approved
1184,4,Graduate,No,82671.84,230549.6,18,530,82671.84,Rejected
1185,2,Not Graduate,No,102466.5,221234.5,14,637,71027.92,Approved
1186,5,Graduate,No,86165.02,244522.4,4,561,45411.29,Approved
1187,2,Not Graduate,No,51233.25,139727.1,20,421,39589.33,Rejected
1188,3,Graduate,Yes,100137.7,352810.8,14,459,105959.7,Rejected
1189,3,Not Graduate,No,80343.06,302742,14,828,41918.12,Approved
1190,4,Graduate,No,111781.6,320207.8,20,679,73356.71,Approved
1191,2,Graduate,Yes,94315.76,299248.8,8,455,110617.3,Rejected
1192,0,Not Graduate,No,30274.2,109452.9,18,879,26781.02,Approved
1193,3,Graduate,Yes,108288.5,303906.3,14,636,135069.5,Approved
1194,2,Not Graduate,Yes,24452.24,65205.96,16,426,13972.71,Rejected
1195,4,Not Graduate,Yes,104795.3,250344.3,14,508,152535.4,Rejected
1196,3,Not Graduate,Yes,81507.45,223563.3,4,768,89658.2,Approved
1197,3,Not Graduate,No,25616.63,74521.1,20,667,33767.37,Approved
1198,5,Graduate,Yes,87329.41,328358.6,2,440,69863.53,Approved
1199,1,Graduate,Yes,96644.55,195617.9,2,366,52397.65,Rejected
1200,2,Not Graduate,No,3493.176,6986.353,2,383,4657.569,Rejected
1201,0,Not Graduate,Yes,3493.176,9315.137,4,603,2328.784,Approved
1202,3,Graduate,No,45411.29,173494.4,4,728,64041.57,Approved
1203,0,Not Graduate,No,76849.88,236371.6,6,549,114110.4,Rejected
1204,0,Graduate,No,47740.08,124590,8,855,36096.16,Approved
1205,5,Graduate,Yes,20959.06,61712.78,12,461,23287.84,Rejected
1206,3,Not Graduate,Yes,81507.45,187467.1,16,379,116439.2,Rejected
1207,2,Not Graduate,Yes,59384,159521.7,6,559,59384,Approved
1208,1,Not Graduate,Yes,3493.176,6986.353,8,816,2328.784,Approved
1209,4,Not Graduate,Yes,50068.86,132740.7,2,560,38424.94,Approved
1210,0,Graduate,Yes,37260.55,139727.1,14,645,39589.33,Approved
1211,4,Not Graduate,Yes,48904.47,133905.1,6,551,58219.61,Approved
1212,0,Not Graduate,Yes,111781.6,266645.8,8,515,90822.59,Rejected
1213,4,Graduate,No,15137.1,41918.12,10,657,12808.31,Approved
1214,3,Not Graduate,No,27945.41,108288.5,2,682,17465.88,Approved
1215,0,Graduate,No,6986.353,18630.27,10,588,3493.176,Approved
1216,5,Graduate,Yes,111781.6,442469,10,359,109452.9,Rejected
1217,0,Graduate,No,4657.569,13972.71,4,766,3493.176,Approved
1218,4,Graduate,No,68699.14,231714,14,469,37260.55,Rejected
1219,0,Graduate,Yes,8150.745,16301.49,10,618,5821.961,Approved
1220,0,Not Graduate,Yes,100137.7,206097.4,20,711,86165.02,Approved
1221,0,Graduate,Yes,104795.3,395893.3,4,549,144384.6,Approved
1222,3,Graduate,Yes,59384,237536,6,754,88493.8,Approved
1223,4,Not Graduate,Yes,5821.961,17465.88,6,461,2328.784,Rejected
1224,2,Graduate,No,18630.27,44246.9,10,837,18630.27,Approved
1225,0,Graduate,Yes,114110.4,278289.7,14,459,83836.23,Rejected
1226,4,Graduate,No,90822.59,345824.5,20,614,73356.71,Approved
1227,4,Not Graduate,No,75685.49,279454.1,16,373,78014.27,Rejected
1228,5,Graduate,Yes,87329.41,308563.9,12,512,69863.53,Rejected
1229,4,Graduate,Yes,103630.9,272467.8,18,781,67534.74,Approved
1230,4,Graduate,Yes,20959.06,67534.74,14,305,23287.84,Rejected
1231,1,Not Graduate,Yes,88493.8,323701,6,447,126918.7,Rejected
1232,4,Graduate,Yes,13972.71,53562.04,6,757,17465.88,Approved
1233,5,Graduate,Yes,31438.59,121096.8,2,723,16301.49,Approved
1234,1,Not Graduate,Yes,53562.04,126918.7,12,463,76849.88,Rejected
1235,2,Not Graduate,No,80343.06,217741.3,10,699,60548.39,Approved
1236,4,Graduate,Yes,97808.94,293426.8,2,308,122261.2,Approved
1237,0,Graduate,No,3493.176,5821.961,18,702,1164.392,Approved
1238,2,Not Graduate,Yes,110617.3,436647.1,4,456,150206.6,Approved
1239,3,Graduate,Yes,22123.45,68699.14,8,651,17465.88,Approved
1240,3,Not Graduate,No,48904.47,168836.9,20,840,53562.04,Approved
1241,4,Graduate,Yes,25616.63,91986.98,18,848,18630.27,Approved
1242,5,Graduate,Yes,82671.84,229385.3,4,727,67534.74,Approved
1243,4,Graduate,No,40753.73,135069.5,10,335,26781.02,Rejected
1244,5,Not Graduate,No,4657.569,9315.137,18,304,4657.569,Rejected
1245,2,Graduate,Yes,102466.5,400550.9,2,712,68699.14,Approved
1246,0,Not Graduate,No,20959.06,76849.88,10,737,17465.88,Approved
1247,1,Graduate,Yes,88493.8,341166.9,14,690,105959.7,Approved
1248,1,Graduate,Yes,11643.92,37260.55,4,888,15137.1,Approved
1249,2,Not Graduate,Yes,95480.16,316714.7,10,839,69863.53,Approved
1250,5,Not Graduate,Yes,41918.12,144384.6,8,333,46575.69,Rejected
1251,5,Graduate,No,109452.9,275960.9,18,862,65205.96,Approved
1252,5,Not Graduate,No,30274.2,105959.7,4,309,39589.33,Approved
1253,5,Not Graduate,No,110617.3,357468.4,10,823,152535.4,Approved
